f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.1,0.6,0.25,0.1,0.2,141,22
0.1,0.6,0.25,0.1,0.25,157,22
0.1,0.6,0.25,0.1,0.3,90,22
0.1,0.6,0.25,0.15,0.05,114,22
0.1,0.6,0.25,0.15,0.1,151,22
0.1,0.6,0.25,0.15,0.15,148,22
0.1,0.6,0.25,0.15,0.2,147,22
0.1,0.6,0.25,0.15,0.25,154,22
0.1,0.6,0.25,0.15,0.3,146,22
0.1,0.6,0.25,0.2,0.05,147,22
0.1,0.6,0.25,0.2,0.1,108,22
0.1,0.6,0.25,0.2,0.15,152,22
0.1,0.6,0.25,0.2,0.2,139,22
0.1,0.6,0.25,0.2,0.25,150,22
0.1,0.6,0.25,0.2,0.3,144,22
0.1,0.6,0.25,0.25,0.05,161,22
0.1,0.6,0.25,0.25,0.1,131,22
0.1,0.6,0.25,0.25,0.15,124,22
0.1,0.6,0.25,0.25,0.2,144,22
0.1,0.6,0.25,0.25,0.25,154,22
0.1,0.6,0.25,0.25,0.3,146,22
0.1,0.6,0.25,0.3,0.05,166,22
0.1,0.6,0.25,0.3,0.1,129,22
0.1,0.6,0.25,0.3,0.15,133,22
0.1,0.6,0.25,0.3,0.2,145,22
0.1,0.6,0.25,0.3,0.25,142,22
0.1,0.6,0.25,0.3,0.3,134,22
0.1,0.6,0.3,0.05,0.05,103,22
0.1,0.6,0.3,0.05,0.1,146,22
0.1,0.6,0.3,0.05,0.15,154,22
0.1,0.6,0.3,0.05,0.2,99,22
0.1,0.6,0.3,0.05,0.25,157,22
0.1,0.6,0.3,0.05,0.3,150,22
0.1,0.6,0.3,0.1,0.05,145,22
0.1,0.6,0.3,0.1,0.1,122,22
0.1,0.6,0.3,0.1,0.15,148,22
0.1,0.6,0.3,0.1,0.2,136,22
0.1,0.6,0.3,0.1,0.25,90,22
0.1,0.6,0.3,0.1,0.3,158,22
0.1,0.6,0.3,0.15,0.05,89,22
0.1,0.6,0.3,0.15,0.1,140,22
0.1,0.6,0.3,0.15,0.15,153,22
0.1,0.6,0.3,0.15,0.2,152,22
0.1,0.6,0.3,0.15,0.25,155,22
0.1,0.6,0.3,0.15,0.3,158,22
0.1,0.6,0.3,0.2,0.05,170,22
0.1,0.6,0.3,0.2,0.1,140,22
0.1,0.6,0.3,0.2,0.15,133,22
0.1,0.6,0.3,0.2,0.2,151,22
0.1,0.6,0.3,0.2,0.25,152,22
0.1,0.6,0.3,0.2,0.3,152,22
0.1,0.6,0.3,0.25,0.05,173,22
0.1,0.6,0.3,0.25,0.1,142,22
0.1,0.6,0.3,0.25,0.15,148,22
0.1,0.6,0.3,0.25,0.2,149,22
0.1,0.6,0.3,0.25,0.25,151,22
0.1,0.6,0.3,0.25,0.3,145,22
0.1,0.6,0.3,0.3,0.05,174,22
0.1,0.6,0.3,0.3,0.1,161,22
0.1,0.6,0.3,0.3,0.15,125,22
0.1,0.6,0.3,0.3,0.2,133,22
0.1,0.6,0.3,0.3,0.25,149,22
0.1,0.6,0.3,0.3,0.3,147,22
0.3,0.2,0.05,0.05,0.05,50,22
0.3,0.2,0.05,0.05,0.1,47,22
0.3,0.2,0.05,0.05,0.15,13,22
0.3,0.2,0.05,0.05,0.2,55,22
0.3,0.2,0.05,0.05,0.25,22,22
0.3,0.2,0.05,0.05,0.3,29,22
0.3,0.2,0.05,0.1,0.05,55,22
0.3,0.2,0.05,0.1,0.1,9,22
0.3,0.2,0.05,0.1,0.15,52,22
0.3,0.2,0.05,0.1,0.2,39,22
0.3,0.2,0.05,0.1,0.25,17,22
0.3,0.2,0.05,0.1,0.3,44,22
0.3,0.2,0.05,0.15,0.05,40,22
0.3,0.2,0.05,0.15,0.1,56,22
0.3,0.2,0.05,0.15,0.15,51,22
0.3,0.2,0.05,0.15,0.2,46,22
0.3,0.2,0.05,0.15,0.25,5,22
0.3,0.2,0.05,0.15,0.3,20,22
0.3,0.2,0.05,0.2,0.05,19,22
0.3,0.2,0.05,0.2,0.1,40,22
0.3,0.2,0.05,0.2,0.15,35,22
0.3,0.2,0.05,0.2,0.2,23,22
0.3,0.2,0.05,0.2,0.25,50,22
0.3,0.2,0.05,0.2,0.3,42,22
0.3,0.2,0.05,0.25,0.05,45,22
0.3,0.2,0.05,0.25,0.1,52,22
0.3,0.2,0.05,0.25,0.15,50,22
0.3,0.2,0.05,0.25,0.2,29,22
0.3,0.2,0.05,0.25,0.25,48,22
0.3,0.2,0.05,0.25,0.3,52,22
0.3,0.2,0.05,0.3,0.05,38,22
0.3,0.2,0.05,0.3,0.1,42,22
0.3,0.2,0.05,0.3,0.15,46,22
0.3,0.2,0.05,0.3,0.2,50,22
0.3,0.2,0.05,0.3,0.25,52,22
0.3,0.2,0.05,0.3,0.3,23,22
0.3,0.2,0.1,0.05,0.05,26,22
0.3,0.2,0.1,0.05,0.1,28,22
0.3,0.2,0.1,0.05,0.15,41,22
0.3,0.2,0.1,0.05,0.2,21,22
0.3,0.2,0.1,0.05,0.25,52,22
0.3,0.2,0.1,0.05,0.3,39,22
0.3,0.2,0.1,0.1,0.05,49,22
0.3,0.2,0.1,0.1,0.1,52,22
0.3,0.2,0.1,0.1,0.15,50,22
0.3,0.2,0.1,0.1,0.2,49,22
0.3,0.2,0.1,0.1,0.25,51,22
0.3,0.2,0.1,0.1,0.3,41,22
0.3,0.2,0.1,0.15,0.05,52,22
0.3,0.2,0.1,0.15,0.1,8,22
0.3,0.2,0.1,0.15,0.15,33,22
0.3,0.2,0.1,0.15,0.2,48,22
0.3,0.2,0.1,0.15,0.25,36,22
0.3,0.2,0.1,0.15,0.3,23,22
0.3,0.2,0.1,0.2,0.05,20,22
0.3,0.2,0.1,0.2,0.1,44,22
0.3,0.2,0.1,0.2,0.15,44,22
0.3,0.2,0.1,0.2,0.2,36,22
0.3,0.2,0.1,0.2,0.25,20,22
0.3,0.2,0.1,0.2,0.3,52,22
0.3,0.2,0.1,0.25,0.05,44,22
0.3,0.2,0.1,0.25,0.1,36,22
0.3,0.2,0.1,0.25,0.15,51,22
0.3,0.2,0.1,0.25,0.2,55,22
0.3,0.2,0.1,0.25,0.25,27,22
0.3,0.2,0.1,0.25,0.3,43,22
0.3,0.2,0.1,0.3,0.05,54,22
0.3,0.2,0.1,0.3,0.1,28,22
0.3,0.2,0.1,0.3,0.15,53,22
0.3,0.2,0.1,0.3,0.2,53,22
0.3,0.2,0.1,0.3,0.25,52,22
0.3,0.2,0.1,0.3,0.3,53,22
0.3,0.2,0.15,0.05,0.05,33,22
0.3,0.2,0.15,0.05,0.1,44,22
0.3,0.2,0.15,0.05,0.15,45,22
0.3,0.2,0.15,0.05,0.2,51,22
0.3,0.2,0.15,0.05,0.25,48,22
0.3,0.2,0.15,0.05,0.3,41,22
0.3,0.2,0.15,0.1,0.05,44,22
0.3,0.2,0.15,0.1,0.1,44,22
0.3,0.2,0.15,0.1,0.15,46,22
0.3,0.2,0.15,0.1,0.2,46,22
0.3,0.2,0.15,0.1,0.25,33,22
0.3,0.2,0.15,0.1,0.3,51,22
0.3,0.2,0.15,0.15,0.05,43,22
0.3,0.2,0.15,0.15,0.1,51,22
0.3,0.2,0.15,0.15,0.15,38,22
0.3,0.2,0.15,0.15,0.2,56,22
0.3,0.2,0.15,0.15,0.25,9,22
0.3,0.2,0.15,0.15,0.3,26,22
0.3,0.2,0.15,0.2,0.05,21,22
0.3,0.2,0.15,0.2,0.1,18,22
0.3,0.2,0.15,0.2,0.15,42,22
0.3,0.2,0.15,0.2,0.2,55,22
0.3,0.2,0.15,0.2,0.25,38,22
0.3,0.2,0.15,0.2,0.3,44,22
0.3,0.2,0.15,0.25,0.05,41,22
0.3,0.2,0.15,0.25,0.1,56,22
0.3,0.2,0.15,0.25,0.15,50,22
0.3,0.2,0.15,0.25,0.2,43,22
0.3,0.2,0.15,0.25,0.25,22,22
0.3,0.2,0.15,0.25,0.3,15,22
0.3,0.2,0.15,0.3,0.05,55,22
0.3,0.2,0.15,0.3,0.1,50,22
0.3,0.2,0.15,0.3,0.15,50,22
0.3,0.2,0.15,0.3,0.2,47,22
0.3,0.2,0.15,0.3,0.25,51,22
0.3,0.2,0.15,0.3,0.3,52,22
0.3,0.2,0.2,0.05,0.05,30,22
0.3,0.2,0.2,0.05,0.1,39,22
0.3,0.2,0.2,0.05,0.15,37,22
0.3,0.2,0.2,0.05,0.2,51,22
0.3,0.2,0.2,0.05,0.25,32,22
0.3,0.2,0.2,0.05,0.3,40,22
0.3,0.2,0.2,0.1,0.05,37,22
0.3,0.2,0.2,0.1,0.1,50,22
0.3,0.2,0.2,0.1,0.15,45,22
0.3,0.2,0.2,0.1,0.2,24,22
0.3,0.2,0.2,0.1,0.25,48,22
0.3,0.2,0.2,0.1,0.3,53,22
0.3,0.2,0.2,0.15,0.05,39,22
0.3,0.2,0.2,0.15,0.1,46,22
0.3,0.2,0.2,0.15,0.15,47,22
0.3,0.2,0.2,0.15,0.2,50,22
0.3,0.2,0.2,0.15,0.25,52,22
0.3,0.2,0.2,0.15,0.3,55,22
0.3,0.2,0.2,0.2,0.05,19,22
0.3,0.2,0.2,0.2,0.1,42,22
0.3,0.2,0.2,0.2,0.15,21,22
0.3,0.2,0.2,0.2,0.2,51,22
0.3,0.2,0.2,0.2,0.25,53,22
0.3,0.2,0.2,0.2,0.3,56,22
0.3,0.2,0.2,0.25,0.05,31,22
0.3,0.2,0.2,0.25,0.1,44,22
0.3,0.2,0.2,0.25,0.15,50,22
0.3,0.2,0.2,0.25,0.2,55,22
0.3,0.2,0.2,0.25,0.25,46,22
0.3,0.2,0.2,0.25,0.3,49,22
0.3,0.2,0.2,0.3,0.05,49,22
0.3,0.2,0.2,0.3,0.1,52,22
0.3,0.2,0.2,0.3,0.15,51,22
0.3,0.2,0.2,0.3,0.2,26,22
0.3,0.2,0.2,0.3,0.25,35,22
0.3,0.2,0.2,0.3,0.3,48,22
0.3,0.2,0.25,0.05,0.05,17,22
0.3,0.2,0.25,0.05,0.1,33,22
0.3,0.2,0.25,0.05,0.15,42,22
0.3,0.2,0.25,0.05,0.2,33,22
0.3,0.2,0.25,0.05,0.25,46,22
0.3,0.2,0.25,0.05,0.3,30,22
0.3,0.2,0.25,0.1,0.05,41,22
0.3,0.2,0.25,0.1,0.1,47,22
0.3,0.2,0.25,0.1,0.15,52,22
0.3,0.2,0.25,0.1,0.2,46,22
0.3,0.2,0.25,0.1,0.25,45,22
0.3,0.2,0.25,0.1,0.3,55,22
0.3,0.2,0.25,0.15,0.05,26,22
0.3,0.2,0.25,0.15,0.1,46,22
0.3,0.2,0.25,0.15,0.15,46,22
0.3,0.2,0.25,0.15,0.2,45,22
0.3,0.2,0.25,0.15,0.25,31,22
0.3,0.2,0.25,0.15,0.3,50,22
0.3,0.2,0.25,0.2,0.05,19,22
0.3,0.2,0.25,0.2,0.1,24,22
0.3,0.2,0.25,0.2,0.15,18,22
0.3,0.2,0.25,0.2,0.2,51,22
0.3,0.2,0.25,0.2,0.25,15,22
0.3,0.2,0.25,0.2,0.3,44,22
0.3,0.2,0.25,0.25,0.05,37,22
0.3,0.2,0.25,0.25,0.1,48,22
0.3,0.2,0.25,0.25,0.15,49,22
0.3,0.2,0.25,0.25,0.2,47,22
0.3,0.2,0.25,0.25,0.25,46,22
0.3,0.2,0.25,0.25,0.3,51,22
0.3,0.2,0.25,0.3,0.05,47,22
0.3,0.2,0.25,0.3,0.1,51,22
0.3,0.2,0.25,0.3,0.15,40,22
0.3,0.2,0.25,0.3,0.2,52,22
0.3,0.2,0.25,0.3,0.25,26,22
0.3,0.2,0.25,0.3,0.3,43,22
0.3,0.2,0.3,0.05,0.05,28,22
0.3,0.2,0.3,0.05,0.1,17,22
0.3,0.2,0.3,0.05,0.15,42,22
0.3,0.2,0.3,0.05,0.2,45,22
0.3,0.2,0.3,0.05,0.25,16,22
0.3,0.2,0.3,0.05,0.3,38,22
0.3,0.2,0.3,0.1,0.05,29,22
0.3,0.2,0.3,0.1,0.1,41,22
0.3,0.2,0.3,0.1,0.15,50,22
0.3,0.2,0.3,0.1,0.2,52,22
0.3,0.2,0.3,0.1,0.25,53,22
0.3,0.2,0.3,0.1,0.3,49,22
0.3,0.2,0.3,0.15,0.05,37,22
0.3,0.2,0.3,0.15,0.1,44,22
0.3,0.2,0.3,0.15,0.15,49,22
0.3,0.2,0.3,0.15,0.2,47,22
0.3,0.2,0.3,0.15,0.25,38,22
0.3,0.2,0.3,0.15,0.3,31,22
0.3,0.2,0.3,0.2,0.05,10,22
0.3,0.2,0.3,0.2,0.1,30,22
0.3,0.2,0.3,0.2,0.15,20,22
0.3,0.2,0.3,0.2,0.2,53,22
0.3,0.2,0.3,0.2,0.25,56,22
0.3,0.2,0.3,0.2,0.3,27,22
0.3,0.2,0.3,0.25,0.05,31,22
0.3,0.2,0.3,0.25,0.1,40,22
0.3,0.2,0.3,0.25,0.15,49,22
0.3,0.2,0.3,0.25,0.2,54,22
0.3,0.2,0.3,0.25,0.25,20,22
0.3,0.2,0.3,0.25,0.3,40,22
0.3,0.2,0.3,0.3,0.05,49,22
0.3,0.2,0.3,0.3,0.1,54,22
0.3,0.2,0.3,0.3,0.15,39,22
0.3,0.2,0.3,0.3,0.2,27,22
0.3,0.2,0.3,0.3,0.25,46,22
0.3,0.2,0.3,0.3,0.3,55,22
0.3,0.6,0.05,0.05,0.05,171,22
0.3,0.6,0.05,0.05,0.1,171,22
0.3,0.6,0.05,0.05,0.15,159,22
0.3,0.6,0.05,0.05,0.2,157,22
0.3,0.6,0.05,0.05,0.25,171,22
0.3,0.6,0.05,0.05,0.3,166,22
0.3,0.6,0.05,0.1,0.05,125,22
0.3,0.6,0.05,0.1,0.1,105,22
0.3,0.6,0.05,0.1,0.15,78,22
0.3,0.6,0.05,0.1,0.2,122,22
0.3,0.6,0.05,0.1,0.25,100,22
0.3,0.6,0.05,0.1,0.3,102,22
0.3,0.6,0.05,0.15,0.05,133,22
0.3,0.6,0.05,0.15,0.1,157,22
0.3,0.6,0.05,0.15,0.15,156,22
0.3,0.6,0.05,0.15,0.2,148,22
0.3,0.6,0.05,0.15,0.25,125,22
0.3,0.6,0.05,0.15,0.3,150,22
0.3,0.6,0.05,0.2,0.05,170,22
0.3,0.6,0.05,0.2,0.1,113,22
0.3,0.6,0.05,0.2,0.15,156,22
0.3,0.6,0.05,0.2,0.2,154,22
0.3,0.6,0.05,0.2,0.25,125,22
0.3,0.6,0.05,0.2,0.3,157,22
0.3,0.6,0.05,0.25,0.05,146,22
0.3,0.6,0.05,0.25,0.1,169,22
0.3,0.6,0.05,0.25,0.15,171,22
0.3,0.6,0.05,0.25,0.2,171,22
0.3,0.6,0.05,0.25,0.25,126,22
0.3,0.6,0.05,0.25,0.3,125,22
0.3,0.6,0.05,0.3,0.05,169,22
0.3,0.6,0.05,0.3,0.1,162,22
0.3,0.6,0.05,0.3,0.15,170,22
0.3,0.6,0.05,0.3,0.2,170,22
0.3,0.6,0.05,0.3,0.25,170,22
0.3,0.6,0.05,0.3,0.3,166,22
0.3,0.6,0.1,0.05,0.05,158,22
0.3,0.6,0.1,0.05,0.1,165,22
0.3,0.6,0.1,0.05,0.15,154,22
0.3,0.6,0.1,0.05,0.2,171,22
0.3,0.6,0.1,0.05,0.25,171,22
0.3,0.6,0.1,0.05,0.3,145,22
0.3,0.6,0.1,0.1,0.05,148,22
0.3,0.6,0.1,0.1,0.1,152,22
0.3,0.6,0.1,0.1,0.15,127,22
0.3,0.6,0.1,0.1,0.2,127,22
0.3,0.6,0.1,0.1,0.25,150,22
0.3,0.6,0.1,0.1,0.3,75,22
0.3,0.6,0.1,0.15,0.05,149,22
0.3,0.6,0.1,0.15,0.1,150,22
0.3,0.6,0.1,0.15,0.15,155,22
0.3,0.6,0.1,0.15,0.2,155,22
0.3,0.6,0.1,0.15,0.25,155,22
0.3,0.6,0.1,0.15,0.3,157,22
0.3,0.6,0.1,0.2,0.05,170,22
0.3,0.6,0.1,0.2,0.1,159,22
0.3,0.6,0.1,0.2,0.15,155,22
0.3,0.6,0.1,0.2,0.2,148,22
0.3,0.6,0.1,0.2,0.25,166,22
0.3,0.6,0.1,0.2,0.3,150,22
0.3,0.6,0.1,0.25,0.05,171,22
0.3,0.6,0.1,0.25,0.1,141,22
0.3,0.6,0.1,0.25,0.15,168,22
0.3,0.6,0.1,0.25,0.2,168,22
0.3,0.6,0.1,0.25,0.25,171,22
0.3,0.6,0.1,0.25,0.3,169,22
0.3,0.6,0.1,0.3,0.05,165,22
0.3,0.6,0.1,0.3,0.1,163,22
0.3,0.6,0.1,0.3,0.15,154,22
0.3,0.6,0.1,0.3,0.2,157,22
0.3,0.6,0.1,0.3,0.25,168,22
0.3,0.6,0.1,0.3,0.3,170,22
0.3,0.6,0.15,0.05,0.05,154,22
0.3,0.6,0.15,0.05,0.1,122,22
0.3,0.6,0.15,0.05,0.15,171,22
0.3,0.6,0.15,0.05,0.2,156,22
0.3,0.6,0.15,0.05,0.25,165,22
0.3,0.6,0.15,0.05,0.3,157,22
0.3,0.6,0.15,0.1,0.05,160,22
0.3,0.6,0.15,0.1,0.1,155,22
0.3,0.6,0.15,0.1,0.15,151,22
0.3,0.6,0.15,0.1,0.2,151,22
0.3,0.6,0.15,0.1,0.25,62,22
0.3,0.6,0.15,0.1,0.3,100,22
0.3,0.6,0.15,0.15,0.05,165,22
0.3,0.6,0.15,0.15,0.1,151,22
0.3,0.6,0.15,0.15,0.15,166,22
0.3,0.6,0.15,0.15,0.2,168,22
0.3,0.6,0.15,0.15,0.25,166,22
0.3,0.6,0.15,0.15,0.3,165,22
0.3,0.6,0.15,0.2,0.05,168,22
0.3,0.6,0.15,0.2,0.1,169,22
0.3,0.6,0.15,0.2,0.15,168,22
0.3,0.6,0.15,0.2,0.2,164,22
0.3,0.6,0.15,0.2,0.25,160,22
0.3,0.6,0.15,0.2,0.3,125,22
0.3,0.6,0.15,0.25,0.05,156,22
0.3,0.6,0.15,0.25,0.1,163,22
0.3,0.6,0.15,0.25,0.15,171,22
0.3,0.6,0.15,0.25,0.2,167,22
0.3,0.6,0.15,0.25,0.25,172,22
0.3,0.6,0.15,0.25,0.3,168,22
0.3,0.6,0.15,0.3,0.05,171,22
0.3,0.6,0.15,0.3,0.1,162,22
0.3,0.6,0.15,0.3,0.15,152,22
0.3,0.6,0.15,0.3,0.2,171,22
0.3,0.6,0.15,0.3,0.25,163,22
0.3,0.6,0.15,0.3,0.3,168,22
0.3,0.6,0.2,0.05,0.05,154,22
0.3,0.6,0.2,0.05,0.1,157,22
0.3,0.6,0.2,0.05,0.15,121,22
0.3,0.6,0.2,0.05,0.2,155,22
0.3,0.6,0.2,0.05,0.25,170,22
0.3,0.6,0.2,0.05,0.3,153,22
0.3,0.6,0.2,0.1,0.05,147,22
0.3,0.6,0.2,0.1,0.1,166,22
0.3,0.6,0.2,0.1,0.15,154,22
0.3,0.6,0.2,0.1,0.2,157,22
0.3,0.6,0.2,0.1,0.25,160,22
0.3,0.6,0.2,0.1,0.3,154,22
0.3,0.6,0.2,0.15,0.05,170,22
0.3,0.6,0.2,0.15,0.1,148,22
0.3,0.6,0.2,0.15,0.15,146,22
0.3,0.6,0.2,0.15,0.2,155,22
0.3,0.6,0.2,0.15,0.25,151,22
0.3,0.6,0.2,0.15,0.3,124,22
0.3,0.6,0.2,0.2,0.05,169,22
0.3,0.6,0.2,0.2,0.1,170,22
0.3,0.6,0.2,0.2,0.15,170,22
0.3,0.6,0.2,0.2,0.2,162,22
0.3,0.6,0.2,0.2,0.25,165,22
0.3,0.6,0.2,0.2,0.3,148,22
0.3,0.6,0.2,0.25,0.05,155,22
0.3,0.6,0.2,0.25,0.1,155,22
0.3,0.6,0.2,0.25,0.15,147,22
0.3,0.6,0.2,0.25,0.2,172,22
0.3,0.6,0.2,0.25,0.25,167,22
0.3,0.6,0.2,0.25,0.3,171,22
0.3,0.6,0.2,0.3,0.05,171,22
0.3,0.6,0.2,0.3,0.1,165,22
0.3,0.6,0.2,0.3,0.15,155,22
0.3,0.6,0.2,0.3,0.2,131,22
0.3,0.6,0.2,0.3,0.25,152,22
0.3,0.6,0.2,0.3,0.3,141,22
0.3,0.6,0.25,0.05,0.05,152,22
0.3,0.6,0.25,0.05,0.1,159,22
0.3,0.6,0.25,0.05,0.15,170,22
0.3,0.6,0.25,0.05,0.2,155,22
0.3,0.6,0.25,0.05,0.25,160,22
0.3,0.6,0.25,0.05,0.3,170,22
0.3,0.6,0.25,0.1,0.05,157,22
0.3,0.6,0.25,0.1,0.1,149,22
0.3,0.6,0.25,0.1,0.15,151,22
0.3,0.6,0.25,0.1,0.2,167,22
0.3,0.6,0.25,0.1,0.25,170,22
0.3,0.6,0.25,0.1,0.3,150,22
0.3,0.6,0.25,0.15,0.05,170,22
0.3,0.6,0.25,0.15,0.1,153,22
0.3,0.6,0.25,0.15,0.15,154,22
0.3,0.6,0.25,0.15,0.2,118,22
0.3,0.6,0.25,0.15,0.25,139,22
0.3,0.6,0.25,0.15,0.3,150,22
0.3,0.6,0.25,0.2,0.05,172,22
0.3,0.6,0.25,0.2,0.1,172,22
0.3,0.6,0.25,0.2,0.15,166,22
0.3,0.6,0.25,0.2,0.2,167,22
0.3,0.6,0.25,0.2,0.25,165,22
0.3,0.6,0.25,0.2,0.3,156,22
0.3,0.6,0.25,0.25,0.05,169,22
0.3,0.6,0.25,0.25,0.1,164,22
0.3,0.6,0.25,0.25,0.15,167,22
0.3,0.6,0.25,0.25,0.2,147,22
0.3,0.6,0.25,0.25,0.25,172,22
0.3,0.6,0.25,0.25,0.3,170,22
0.3,0.6,0.25,0.3,0.05,170,22
0.3,0.6,0.25,0.3,0.1,169,22
0.3,0.6,0.25,0.3,0.15,169,22
0.3,0.6,0.25,0.3,0.2,169,22
0.3,0.6,0.25,0.3,0.25,167,22
0.3,0.6,0.25,0.3,0.3,169,22
0.3,0.6,0.3,0.05,0.05,154,22
0.3,0.6,0.3,0.05,0.1,159,22
0.3,0.6,0.3,0.05,0.15,170,22
0.3,0.6,0.3,0.05,0.2,170,22
0.3,0.6,0.3,0.05,0.25,154,22
0.3,0.6,0.3,0.05,0.3,159,22
0.3,0.6,0.3,0.1,0.05,148,22
0.3,0.6,0.3,0.1,0.1,150,22
0.3,0.6,0.3,0.1,0.15,157,22
0.3,0.6,0.3,0.1,0.2,154,22
0.3,0.6,0.3,0.1,0.25,165,22
0.3,0.6,0.3,0.1,0.3,168,22
0.3,0.6,0.3,0.15,0.05,168,22
0.3,0.6,0.3,0.15,0.1,153,22
0.3,0.6,0.3,0.15,0.15,151,22
0.3,0.6,0.3,0.15,0.2,152,22
0.3,0.6,0.3,0.15,0.25,164,22
0.3,0.6,0.3,0.15,0.3,163,22
0.3,0.6,0.3,0.2,0.05,172,22
0.3,0.6,0.3,0.2,0.1,172,22
0.3,0.6,0.3,0.2,0.15,172,22
0.3,0.6,0.3,0.2,0.2,170,22
0.3,0.6,0.3,0.2,0.25,166,22
0.3,0.6,0.3,0.2,0.3,169,22
0.3,0.6,0.3,0.25,0.05,171,22
0.3,0.6,0.3,0.25,0.1,166,22
0.3,0.6,0.3,0.25,0.15,154,22
0.3,0.6,0.3,0.25,0.2,128,22
0.3,0.6,0.3,0.25,0.25,164,22
0.3,0.6,0.3,0.25,0.3,167,22
0.3,0.6,0.3,0.3,0.05,171,22
0.3,0.6,0.3,0.3,0.1,169,22
0.3,0.6,0.3,0.3,0.15,155,22
0.3,0.6,0.3,0.3,0.2,156,22
0.3,0.6,0.3,0.3,0.25,117,22
0.3,0.6,0.3,0.3,0.3,116,22
0.1,0.2,0.05,0.05,0.05,43,23
0.1,0.2,0.05,0.05,0.1,0,23
0.1,0.2,0.05,0.05,0.15,0,23
0.1,0.2,0.05,0.05,0.2,0,23
0.1,0.2,0.05,0.05,0.25,39,23
0.1,0.2,0.05,0.05,0.3,39,23
0.1,0.2,0.05,0.1,0.05,11,23
0.1,0.2,0.05,0.1,0.1,33,23
0.1,0.2,0.05,0.1,0.15,12,23
0.1,0.2,0.05,0.1,0.2,0,23
0.1,0.2,0.05,0.1,0.25,33,23
0.1,0.2,0.05,0.1,0.3,12,23
0.1,0.2,0.05,0.15,0.05,9,23
0.1,0.2,0.05,0.15,0.1,20,23
0.1,0.2,0.05,0.15,0.15,18,23
0.1,0.2,0.05,0.15,0.2,37,23
0.1,0.2,0.05,0.15,0.25,41,23
0.1,0.2,0.05,0.15,0.3,22,23
0.1,0.2,0.05,0.2,0.05,0,23
0.1,0.2,0.05,0.2,0.1,0,23
0.1,0.2,0.05,0.2,0.15,0,23
0.1,0.2,0.05,0.2,0.2,25,23
0.1,0.2,0.05,0.2,0.25,0,23
0.1,0.2,0.05,0.2,0.3,19,23
0.1,0.2,0.05,0.25,0.05,0,23
0.1,0.2,0.05,0.25,0.1,36,23
0.1,0.2,0.05,0.25,0.15,35,23
0.1,0.2,0.05,0.25,0.2,36,23
0.1,0.2,0.05,0.25,0.25,31,23
0.1,0.2,0.05,0.25,0.3,38,23
0.1,0.2,0.05,0.3,0.05,36,23
0.1,0.2,0.05,0.3,0.1,14,23
0.1,0.2,0.05,0.3,0.15,25,23
0.1,0.2,0.05,0.3,0.2,29,23
0.1,0.2,0.05,0.3,0.25,41,23
0.1,0.2,0.05,0.3,0.3,39,23
0.1,0.2,0.1,0.05,0.05,34,23
0.1,0.2,0.1,0.05,0.1,1,23
0.1,0.2,0.1,0.05,0.15,22,23
0.1,0.2,0.1,0.05,0.2,12,23
0.1,0.2,0.1,0.05,0.25,34,23
0.1,0.2,0.1,0.05,0.3,25,23
0.1,0.2,0.1,0.1,0.05,5,23
0.1,0.2,0.1,0.1,0.1,36,23
0.1,0.2,0.1,0.1,0.15,33,23
0.1,0.2,0.1,0.1,0.2,1,23
0.1,0.2,0.1,0.1,0.25,17,23
0.1,0.2,0.1,0.1,0.3,28,23
0.1,0.2,0.1,0.15,0.05,4,23
0.1,0.2,0.1,0.15,0.1,5,23
0.1,0.2,0.1,0.15,0.15,24,23
0.1,0.2,0.1,0.15,0.2,20,23
0.1,0.2,0.1,0.15,0.25,17,23
0.1,0.2,0.1,0.15,0.3,4,23
0.1,0.2,0.1,0.2,0.05,0,23
0.1,0.2,0.1,0.2,0.1,0,23
0.1,0.2,0.1,0.2,0.15,0,23
0.1,0.2,0.1,0.2,0.2,0,23
0.1,0.2,0.1,0.2,0.25,0,23
0.1,0.2,0.1,0.2,0.3,0,23
0.1,0.2,0.1,0.25,0.05,0,23
0.1,0.2,0.1,0.25,0.1,8,23
0.1,0.2,0.1,0.25,0.15,37,23
0.1,0.2,0.1,0.25,0.2,0,23
0.1,0.2,0.1,0.25,0.25,27,23
0.1,0.2,0.1,0.25,0.3,0,23
0.1,0.2,0.1,0.3,0.05,39,23
0.1,0.2,0.1,0.3,0.1,28,23
0.1,0.2,0.1,0.3,0.15,28,23
0.1,0.2,0.1,0.3,0.2,26,23
0.1,0.2,0.1,0.3,0.25,32,23
0.1,0.2,0.1,0.3,0.3,37,23
0.1,0.2,0.15,0.05,0.05,16,23
0.1,0.2,0.15,0.05,0.1,23,23
0.1,0.2,0.15,0.05,0.15,40,23
0.1,0.2,0.15,0.05,0.2,35,23
0.1,0.2,0.15,0.05,0.25,2,23
0.1,0.2,0.15,0.05,0.3,0,23
0.1,0.2,0.15,0.1,0.05,16,23
0.1,0.2,0.15,0.1,0.1,18,23
0.1,0.2,0.15,0.1,0.15,26,23
0.1,0.2,0.15,0.1,0.2,38,23
0.1,0.2,0.15,0.1,0.25,31,23
0.1,0.2,0.15,0.1,0.3,40,23
0.1,0.2,0.15,0.15,0.05,2,23
0.1,0.2,0.15,0.15,0.1,21,23
0.1,0.2,0.15,0.15,0.15,14,23
