f_sigma,f_max,noise,alpha,beta,total_reward,seed
0.3,0.6,0.2,0.15,0.3,179,14
0.3,0.6,0.2,0.2,0.05,144,14
0.3,0.6,0.2,0.2,0.1,168,14
0.3,0.6,0.2,0.2,0.15,179,14
0.3,0.6,0.2,0.2,0.2,182,14
0.3,0.6,0.2,0.2,0.25,183,14
0.3,0.6,0.2,0.2,0.3,181,14
0.3,0.6,0.2,0.25,0.05,134,14
0.3,0.6,0.2,0.25,0.1,158,14
0.3,0.6,0.2,0.25,0.15,171,14
0.3,0.6,0.2,0.25,0.2,178,14
0.3,0.6,0.2,0.25,0.25,176,14
0.3,0.6,0.2,0.25,0.3,178,14
0.3,0.6,0.2,0.3,0.05,126,14
0.3,0.6,0.2,0.3,0.1,144,14
0.3,0.6,0.2,0.3,0.15,165,14
0.3,0.6,0.2,0.3,0.2,171,14
0.3,0.6,0.2,0.3,0.25,174,14
0.3,0.6,0.2,0.3,0.3,174,14
0.3,0.6,0.25,0.05,0.05,132,14
0.3,0.6,0.25,0.05,0.1,158,14
0.3,0.6,0.25,0.05,0.15,165,14
0.3,0.6,0.25,0.05,0.2,168,14
0.3,0.6,0.25,0.05,0.25,162,14
0.3,0.6,0.25,0.05,0.3,159,14
0.3,0.6,0.25,0.1,0.05,135,14
0.3,0.6,0.25,0.1,0.1,163,14
0.3,0.6,0.25,0.1,0.15,173,14
0.3,0.6,0.25,0.1,0.2,174,14
0.3,0.6,0.25,0.1,0.25,171,14
0.3,0.6,0.25,0.1,0.3,179,14
0.3,0.6,0.25,0.15,0.05,131,14
0.3,0.6,0.25,0.15,0.1,158,14
0.3,0.6,0.25,0.15,0.15,175,14
0.3,0.6,0.25,0.15,0.2,179,14
0.3,0.6,0.25,0.15,0.25,181,14
0.3,0.6,0.25,0.15,0.3,182,14
0.3,0.6,0.25,0.2,0.05,124,14
0.3,0.6,0.25,0.2,0.1,152,14
0.3,0.6,0.25,0.2,0.15,167,14
0.3,0.6,0.25,0.2,0.2,175,14
0.3,0.6,0.25,0.2,0.25,175,14
0.3,0.6,0.25,0.2,0.3,181,14
0.3,0.6,0.25,0.25,0.05,120,14
0.3,0.6,0.25,0.25,0.1,143,14
0.3,0.6,0.25,0.25,0.15,157,14
0.3,0.6,0.25,0.25,0.2,168,14
0.3,0.6,0.25,0.25,0.25,171,14
0.3,0.6,0.25,0.25,0.3,174,14
0.3,0.6,0.25,0.3,0.05,112,14
0.3,0.6,0.25,0.3,0.1,133,14
0.3,0.6,0.25,0.3,0.15,144,14
0.3,0.6,0.25,0.3,0.2,156,14
0.3,0.6,0.25,0.3,0.25,161,14
0.3,0.6,0.25,0.3,0.3,169,14
0.3,0.6,0.3,0.05,0.05,117,14
0.3,0.6,0.3,0.05,0.1,150,14
0.3,0.6,0.3,0.05,0.15,155,14
0.3,0.6,0.3,0.05,0.2,157,14
0.3,0.6,0.3,0.05,0.25,157,14
0.3,0.6,0.3,0.05,0.3,161,14
0.3,0.6,0.3,0.1,0.05,122,14
0.3,0.6,0.3,0.1,0.1,151,14
0.3,0.6,0.3,0.1,0.15,166,14
0.3,0.6,0.3,0.1,0.2,169,14
0.3,0.6,0.3,0.1,0.25,170,14
0.3,0.6,0.3,0.1,0.3,173,14
0.3,0.6,0.3,0.15,0.05,117,14
0.3,0.6,0.3,0.15,0.1,145,14
0.3,0.6,0.3,0.15,0.15,160,14
0.3,0.6,0.3,0.15,0.2,169,14
0.3,0.6,0.3,0.15,0.25,173,14
0.3,0.6,0.3,0.15,0.3,174,14
0.3,0.6,0.3,0.2,0.05,114,14
0.3,0.6,0.3,0.2,0.1,141,14
0.3,0.6,0.3,0.2,0.15,156,14
0.3,0.6,0.3,0.2,0.2,163,14
0.3,0.6,0.3,0.2,0.25,172,14
0.3,0.6,0.3,0.2,0.3,173,14
0.3,0.6,0.3,0.25,0.05,107,14
0.3,0.6,0.3,0.25,0.1,129,14
0.3,0.6,0.3,0.25,0.15,147,14
0.3,0.6,0.3,0.25,0.2,157,14
0.3,0.6,0.3,0.25,0.25,160,14
0.3,0.6,0.3,0.25,0.3,168,14
0.3,0.6,0.3,0.3,0.05,91,14
0.3,0.6,0.3,0.3,0.1,126,14
0.3,0.6,0.3,0.3,0.15,134,14
0.3,0.6,0.3,0.3,0.2,145,14
0.3,0.6,0.3,0.3,0.25,156,14
0.3,0.6,0.3,0.3,0.3,156,14
0.1,0.2,0.05,0.05,0.05,37,15
0.1,0.2,0.05,0.05,0.1,39,15
0.1,0.2,0.05,0.05,0.15,39,15
0.1,0.2,0.05,0.05,0.2,39,15
0.1,0.2,0.05,0.05,0.25,39,15
0.1,0.2,0.05,0.05,0.3,38,15
0.1,0.2,0.05,0.1,0.05,23,15
0.1,0.2,0.05,0.1,0.1,30,15
0.1,0.2,0.05,0.1,0.15,32,15
0.1,0.2,0.05,0.1,0.2,32,15
0.1,0.2,0.05,0.1,0.25,33,15
0.1,0.2,0.05,0.1,0.3,33,15
0.1,0.2,0.05,0.15,0.05,6,15
0.1,0.2,0.05,0.15,0.1,22,15
0.1,0.2,0.05,0.15,0.15,22,15
0.1,0.2,0.05,0.15,0.2,23,15
0.1,0.2,0.05,0.15,0.25,24,15
0.1,0.2,0.05,0.15,0.3,24,15
0.1,0.2,0.05,0.2,0.05,5,15
0.1,0.2,0.05,0.2,0.1,6,15
0.1,0.2,0.05,0.2,0.15,6,15
0.1,0.2,0.05,0.2,0.2,6,15
0.1,0.2,0.05,0.2,0.25,6,15
0.1,0.2,0.05,0.2,0.3,14,15
0.1,0.2,0.05,0.25,0.05,5,15
0.1,0.2,0.05,0.25,0.1,5,15
0.1,0.2,0.05,0.25,0.15,5,15
0.1,0.2,0.05,0.25,0.2,5,15
0.1,0.2,0.05,0.25,0.25,6,15
0.1,0.2,0.05,0.25,0.3,6,15
0.1,0.2,0.05,0.3,0.05,5,15
0.1,0.2,0.05,0.3,0.1,5,15
0.1,0.2,0.05,0.3,0.15,5,15
0.1,0.2,0.05,0.3,0.2,5,15
0.1,0.2,0.05,0.3,0.25,5,15
0.1,0.2,0.05,0.3,0.3,5,15
0.1,0.2,0.1,0.05,0.05,9,15
0.1,0.2,0.1,0.05,0.1,20,15
0.1,0.2,0.1,0.05,0.15,21,15
0.1,0.2,0.1,0.05,0.2,22,15
0.1,0.2,0.1,0.05,0.25,22,15
0.1,0.2,0.1,0.05,0.3,26,15
0.1,0.2,0.1,0.1,0.05,4,15
0.1,0.2,0.1,0.1,0.1,6,15
0.1,0.2,0.1,0.1,0.15,17,15
0.1,0.2,0.1,0.1,0.2,7,15
0.1,0.2,0.1,0.1,0.25,18,15
0.1,0.2,0.1,0.1,0.3,18,15
0.1,0.2,0.1,0.15,0.05,4,15
0.1,0.2,0.1,0.15,0.1,5,15
0.1,0.2,0.1,0.15,0.15,6,15
0.1,0.2,0.1,0.15,0.2,6,15
0.1,0.2,0.1,0.15,0.25,6,15
0.1,0.2,0.1,0.15,0.3,6,15
0.1,0.2,0.1,0.2,0.05,4,15
0.1,0.2,0.1,0.2,0.1,4,15
0.1,0.2,0.1,0.2,0.15,4,15
0.1,0.2,0.1,0.2,0.2,5,15
0.1,0.2,0.1,0.2,0.25,5,15
0.1,0.2,0.1,0.2,0.3,5,15
0.1,0.2,0.1,0.25,0.05,4,15
0.1,0.2,0.1,0.25,0.1,4,15
0.1,0.2,0.1,0.25,0.15,4,15
0.1,0.2,0.1,0.25,0.2,4,15
0.1,0.2,0.1,0.25,0.25,4,15
0.1,0.2,0.1,0.25,0.3,4,15
0.1,0.2,0.1,0.3,0.05,3,15
0.1,0.2,0.1,0.3,0.1,4,15
0.1,0.2,0.1,0.3,0.15,4,15
0.1,0.2,0.1,0.3,0.2,4,15
0.1,0.2,0.1,0.3,0.25,4,15
0.1,0.2,0.1,0.3,0.3,4,15
0.1,0.2,0.15,0.05,0.05,4,15
0.1,0.2,0.15,0.05,0.1,7,15
0.1,0.2,0.15,0.05,0.15,18,15
0.1,0.2,0.15,0.05,0.2,18,15
0.1,0.2,0.15,0.05,0.25,18,15
0.1,0.2,0.15,0.05,0.3,18,15
0.1,0.2,0.15,0.1,0.05,3,15
0.1,0.2,0.15,0.1,0.1,4,15
0.1,0.2,0.15,0.1,0.15,6,15
0.1,0.2,0.15,0.1,0.2,6,15
0.1,0.2,0.15,0.1,0.25,6,15
0.1,0.2,0.15,0.1,0.3,6,15
0.1,0.2,0.15,0.15,0.05,4,15
0.1,0.2,0.15,0.15,0.1,4,15
0.1,0.2,0.15,0.15,0.15,4,15
0.1,0.2,0.15,0.15,0.2,4,15
0.1,0.2,0.15,0.15,0.25,4,15
0.1,0.2,0.15,0.15,0.3,4,15
0.1,0.2,0.15,0.2,0.05,4,15
0.1,0.2,0.15,0.2,0.1,4,15
0.1,0.2,0.15,0.2,0.15,4,15
0.1,0.2,0.15,0.2,0.2,4,15
0.1,0.2,0.15,0.2,0.25,4,15
0.1,0.2,0.15,0.2,0.3,4,15
0.1,0.2,0.15,0.25,0.05,4,15
0.1,0.2,0.15,0.25,0.1,4,15
0.1,0.2,0.15,0.25,0.15,4,15
0.1,0.2,0.15,0.25,0.2,4,15
0.1,0.2,0.15,0.25,0.25,4,15
0.1,0.2,0.15,0.25,0.3,4,15
0.1,0.2,0.15,0.3,0.05,2,15
0.1,0.2,0.15,0.3,0.1,4,15
0.1,0.2,0.15,0.3,0.15,4,15
0.1,0.2,0.15,0.3,0.2,4,15
0.1,0.2,0.15,0.3,0.25,4,15
0.1,0.2,0.15,0.3,0.3,4,15
0.1,0.2,0.2,0.05,0.05,3,15
0.1,0.2,0.2,0.05,0.1,4,15
0.1,0.2,0.2,0.05,0.15,7,15
0.1,0.2,0.2,0.05,0.2,13,15
0.1,0.2,0.2,0.05,0.25,13,15
0.1,0.2,0.2,0.05,0.3,16,15
0.1,0.2,0.2,0.1,0.05,3,15
0.1,0.2,0.2,0.1,0.1,3,15
0.1,0.2,0.2,0.1,0.15,4,15
0.1,0.2,0.2,0.1,0.2,4,15
0.1,0.2,0.2,0.1,0.25,4,15
0.1,0.2,0.2,0.1,0.3,4,15
0.1,0.2,0.2,0.15,0.05,4,15
0.1,0.2,0.2,0.15,0.1,4,15
0.1,0.2,0.2,0.15,0.15,4,15
0.1,0.2,0.2,0.15,0.2,4,15
0.1,0.2,0.2,0.15,0.25,4,15
0.1,0.2,0.2,0.15,0.3,4,15
0.1,0.2,0.2,0.2,0.05,4,15
0.1,0.2,0.2,0.2,0.1,4,15
0.1,0.2,0.2,0.2,0.15,4,15
0.1,0.2,0.2,0.2,0.2,4,15
0.1,0.2,0.2,0.2,0.25,4,15
0.1,0.2,0.2,0.2,0.3,4,15
0.1,0.2,0.2,0.25,0.05,3,15
0.1,0.2,0.2,0.25,0.1,4,15
0.1,0.2,0.2,0.25,0.15,4,15
0.1,0.2,0.2,0.25,0.2,4,15
0.1,0.2,0.2,0.25,0.25,4,15
0.1,0.2,0.2,0.25,0.3,4,15
0.1,0.2,0.2,0.3,0.05,2,15
0.1,0.2,0.2,0.3,0.1,4,15
0.1,0.2,0.2,0.3,0.15,4,15
0.1,0.2,0.2,0.3,0.2,4,15
0.1,0.2,0.2,0.3,0.25,4,15
0.1,0.2,0.2,0.3,0.3,4,15
0.1,0.2,0.25,0.05,0.05,3,15
0.1,0.2,0.25,0.05,0.1,3,15
0.1,0.2,0.25,0.05,0.15,4,15
0.1,0.2,0.25,0.05,0.2,4,15
0.1,0.2,0.25,0.05,0.25,4,15
0.1,0.2,0.25,0.05,0.3,7,15
0.1,0.2,0.25,0.1,0.05,3,15
0.1,0.2,0.25,0.1,0.1,3,15
0.1,0.2,0.25,0.1,0.15,3,15
0.1,0.2,0.25,0.1,0.2,4,15
0.1,0.2,0.25,0.1,0.25,4,15
0.1,0.2,0.25,0.1,0.3,4,15
0.1,0.2,0.25,0.15,0.05,3,15
0.1,0.2,0.25,0.15,0.1,4,15
0.1,0.2,0.25,0.15,0.15,4,15
0.1,0.2,0.25,0.15,0.2,4,15
0.1,0.2,0.25,0.15,0.25,4,15
0.1,0.2,0.25,0.15,0.3,4,15
0.1,0.2,0.25,0.2,0.05,3,15
0.1,0.2,0.25,0.2,0.1,4,15
0.1,0.2,0.25,0.2,0.15,4,15
0.1,0.2,0.25,0.2,0.2,4,15
0.1,0.2,0.25,0.2,0.25,4,15
0.1,0.2,0.25,0.2,0.3,4,15
0.1,0.2,0.25,0.25,0.05,3,15
0.1,0.2,0.25,0.25,0.1,3,15
0.1,0.2,0.25,0.25,0.15,4,15
0.1,0.2,0.25,0.25,0.2,4,15
0.1,0.2,0.25,0.25,0.25,4,15
0.1,0.2,0.25,0.25,0.3,4,15
0.1,0.2,0.25,0.3,0.05,3,15
0.1,0.2,0.25,0.3,0.1,3,15
0.1,0.2,0.25,0.3,0.15,3,15
0.1,0.2,0.25,0.3,0.2,4,15
0.1,0.2,0.25,0.3,0.25,4,15
0.1,0.2,0.25,0.3,0.3,4,15
0.1,0.2,0.3,0.05,0.05,3,15
0.1,0.2,0.3,0.05,0.1,3,15
0.1,0.2,0.3,0.05,0.15,4,15
0.1,0.2,0.3,0.05,0.2,4,15
0.1,0.2,0.3,0.05,0.25,4,15
0.1,0.2,0.3,0.05,0.3,4,15
0.1,0.2,0.3,0.1,0.05,3,15
0.1,0.2,0.3,0.1,0.1,3,15
0.1,0.2,0.3,0.1,0.15,3,15
0.1,0.2,0.3,0.1,0.2,3,15
0.1,0.2,0.3,0.1,0.25,3,15
0.1,0.2,0.3,0.1,0.3,3,15
0.1,0.2,0.3,0.15,0.05,3,15
0.1,0.2,0.3,0.15,0.1,3,15
0.1,0.2,0.3,0.15,0.15,3,15
0.1,0.2,0.3,0.15,0.2,3,15
0.1,0.2,0.3,0.15,0.25,3,15
0.1,0.2,0.3,0.15,0.3,3,15
0.1,0.2,0.3,0.2,0.05,3,15
0.1,0.2,0.3,0.2,0.1,3,15
0.1,0.2,0.3,0.2,0.15,3,15
0.1,0.2,0.3,0.2,0.2,3,15
0.1,0.2,0.3,0.2,0.25,3,15
0.1,0.2,0.3,0.2,0.3,3,15
0.1,0.2,0.3,0.25,0.05,3,15
0.1,0.2,0.3,0.25,0.1,3,15
0.1,0.2,0.3,0.25,0.15,3,15
0.1,0.2,0.3,0.25,0.2,3,15
0.1,0.2,0.3,0.25,0.25,3,15
0.1,0.2,0.3,0.25,0.3,3,15
0.1,0.2,0.3,0.3,0.05,3,15
0.1,0.2,0.3,0.3,0.1,3,15
0.1,0.2,0.3,0.3,0.15,3,15
0.1,0.2,0.3,0.3,0.2,3,15
0.1,0.2,0.3,0.3,0.25,3,15
0.1,0.2,0.3,0.3,0.3,3,15
0.1,0.6,0.05,0.05,0.05,122,15
0.1,0.6,0.05,0.05,0.1,142,15
0.1,0.6,0.05,0.05,0.15,109,15
0.1,0.6,0.05,0.05,0.2,114,15
0.1,0.6,0.05,0.05,0.25,114,15
0.1,0.6,0.05,0.05,0.3,114,15
0.1,0.6,0.05,0.1,0.05,90,15
0.1,0.6,0.05,0.1,0.1,101,15
0.1,0.6,0.05,0.1,0.15,113,15
0.1,0.6,0.05,0.1,0.2,118,15
0.1,0.6,0.05,0.1,0.25,121,15
0.1,0.6,0.05,0.1,0.3,127,15
0.1,0.6,0.05,0.15,0.05,52,15
0.1,0.6,0.05,0.15,0.1,79,15
0.1,0.6,0.05,0.15,0.15,89,15
0.1,0.6,0.05,0.15,0.2,102,15
0.1,0.6,0.05,0.15,0.25,99,15
0.1,0.6,0.05,0.15,0.3,106,15
0.1,0.6,0.05,0.2,0.05,43,15
0.1,0.6,0.05,0.2,0.1,74,15
0.1,0.6,0.05,0.2,0.15,82,15
0.1,0.6,0.05,0.2,0.2,85,15
0.1,0.6,0.05,0.2,0.25,88,15
0.1,0.6,0.05,0.2,0.3,90,15
0.1,0.6,0.05,0.25,0.05,32,15
0.1,0.6,0.05,0.25,0.1,49,15
0.1,0.6,0.05,0.25,0.15,55,15
0.1,0.6,0.05,0.25,0.2,65,15
0.1,0.6,0.05,0.25,0.25,69,15
0.1,0.6,0.05,0.25,0.3,71,15
0.1,0.6,0.05,0.3,0.05,20,15
0.1,0.6,0.05,0.3,0.1,40,15
0.1,0.6,0.05,0.3,0.15,49,15
0.1,0.6,0.05,0.3,0.2,54,15
0.1,0.6,0.05,0.3,0.25,56,15
0.1,0.6,0.05,0.3,0.3,55,15
0.1,0.6,0.1,0.05,0.05,51,15
0.1,0.6,0.1,0.05,0.1,74,15
0.1,0.6,0.1,0.05,0.15,77,15
0.1,0.6,0.1,0.05,0.2,80,15
0.1,0.6,0.1,0.05,0.25,88,15
0.1,0.6,0.1,0.05,0.3,92,15
0.1,0.6,0.1,0.1,0.05,38,15
0.1,0.6,0.1,0.1,0.1,54,15
0.1,0.6,0.1,0.1,0.15,71,15
0.1,0.6,0.1,0.1,0.2,82,15
0.1,0.6,0.1,0.1,0.25,96,15
0.1,0.6,0.1,0.1,0.3,100,15
0.1,0.6,0.1,0.15,0.05,18,15
0.1,0.6,0.1,0.15,0.1,40,15
0.1,0.6,0.1,0.15,0.15,51,15
0.1,0.6,0.1,0.15,0.2,72,15
0.1,0.6,0.1,0.15,0.25,78,15
0.1,0.6,0.1,0.15,0.3,80,15
0.1,0.6,0.1,0.2,0.05,15,15
0.1,0.6,0.1,0.2,0.1,17,15
0.1,0.6,0.1,0.2,0.15,38,15
0.1,0.6,0.1,0.2,0.2,47,15
0.1,0.6,0.1,0.2,0.25,56,15
0.1,0.6,0.1,0.2,0.3,61,15
0.1,0.6,0.1,0.25,0.05,11,15
0.1,0.6,0.1,0.25,0.1,16,15
0.1,0.6,0.1,0.25,0.15,16,15
0.1,0.6,0.1,0.25,0.2,17,15
0.1,0.6,0.1,0.25,0.25,32,15
0.1,0.6,0.1,0.25,0.3,41,15
0.1,0.6,0.1,0.3,0.05,9,15
0.1,0.6,0.1,0.3,0.1,13,15
0.1,0.6,0.1,0.3,0.15,13,15
0.1,0.6,0.1,0.3,0.2,16,15
0.1,0.6,0.1,0.3,0.25,16,15
0.1,0.6,0.1,0.3,0.3,16,15
0.1,0.6,0.15,0.05,0.05,24,15
0.1,0.6,0.15,0.05,0.1,51,15
0.1,0.6,0.15,0.05,0.15,76,15
0.1,0.6,0.15,0.05,0.2,95,15
0.1,0.6,0.15,0.05,0.25,96,15
0.1,0.6,0.15,0.05,0.3,67,15
0.1,0.6,0.15,0.1,0.05,11,15
0.1,0.6,0.15,0.1,0.1,33,15
0.1,0.6,0.15,0.1,0.15,44,15
0.1,0.6,0.15,0.1,0.2,54,15
0.1,0.6,0.15,0.1,0.25,64,15
0.1,0.6,0.15,0.1,0.3,69,15
0.1,0.6,0.15,0.15,0.05,9,15
0.1,0.6,0.15,0.15,0.1,16,15
0.1,0.6,0.15,0.15,0.15,18,15
0.1,0.6,0.15,0.15,0.2,36,15
0.1,0.6,0.15,0.15,0.25,43,15
0.1,0.6,0.15,0.15,0.3,43,15
0.1,0.6,0.15,0.2,0.05,9,15
0.1,0.6,0.15,0.2,0.1,10,15
0.1,0.6,0.15,0.2,0.15,12,15
0.1,0.6,0.15,0.2,0.2,16,15
0.1,0.6,0.15,0.2,0.25,14,15
0.1,0.6,0.15,0.2,0.3,25,15
0.1,0.6,0.15,0.25,0.05,9,15
0.1,0.6,0.15,0.25,0.1,9,15
0.1,0.6,0.15,0.25,0.15,10,15
0.1,0.6,0.15,0.25,0.2,11,15
0.1,0.6,0.15,0.25,0.25,12,15
0.1,0.6,0.15,0.25,0.3,12,15
0.1,0.6,0.15,0.3,0.05,7,15
0.1,0.6,0.15,0.3,0.1,9,15
0.1,0.6,0.15,0.3,0.15,9,15
0.1,0.6,0.15,0.3,0.2,9,15
0.1,0.6,0.15,0.3,0.25,10,15
0.1,0.6,0.15,0.3,0.3,10,15
0.1,0.6,0.2,0.05,0.05,12,15
0.1,0.6,0.2,0.05,0.1,28,15
0.1,0.6,0.2,0.05,0.15,40,15
0.1,0.6,0.2,0.05,0.2,58,15
0.1,0.6,0.2,0.05,0.25,65,15
0.1,0.6,0.2,0.05,0.3,42,15
0.1,0.6,0.2,0.1,0.05,9,15
0.1,0.6,0.2,0.1,0.1,13,15
0.1,0.6,0.2,0.1,0.15,23,15
0.1,0.6,0.2,0.1,0.2,25,15
0.1,0.6,0.2,0.1,0.25,26,15
0.1,0.6,0.2,0.1,0.3,29,15
0.1,0.6,0.2,0.15,0.05,9,15
0.1,0.6,0.2,0.15,0.1,9,15
0.1,0.6,0.2,0.15,0.15,9,15
0.1,0.6,0.2,0.15,0.2,14,15
0.1,0.6,0.2,0.15,0.25,17,15
0.1,0.6,0.2,0.15,0.3,17,15
0.1,0.6,0.2,0.2,0.05,7,15
0.1,0.6,0.2,0.2,0.1,9,15
0.1,0.6,0.2,0.2,0.15,9,15
0.1,0.6,0.2,0.2,0.2,9,15
0.1,0.6,0.2,0.2,0.25,9,15
0.1,0.6,0.2,0.2,0.3,9,15
0.1,0.6,0.2,0.25,0.05,7,15
0.1,0.6,0.2,0.25,0.1,9,15
0.1,0.6,0.2,0.25,0.15,9,15
0.1,0.6,0.2,0.25,0.2,9,15
0.1,0.6,0.2,0.25,0.25,9,15
0.1,0.6,0.2,0.25,0.3,9,15
0.1,0.6,0.2,0.3,0.05,7,15
0.1,0.6,0.2,0.3,0.1,8,15
0.1,0.6,0.2,0.3,0.15,9,15
0.1,0.6,0.2,0.3,0.2,9,15
0.1,0.6,0.2,0.3,0.25,9,15
0.1,0.6,0.2,0.3,0.3,9,15
0.1,0.6,0.25,0.05,0.05,8,15
0.1,0.6,0.25,0.05,0.1,19,15
0.1,0.6,0.25,0.05,0.15,27,15
0.1,0.6,0.25,0.05,0.2,26,15
0.1,0.6,0.25,0.05,0.25,33,15
0.1,0.6,0.25,0.05,0.3,47,15
0.1,0.6,0.25,0.1,0.05,8,15
0.1,0.6,0.25,0.1,0.1,10,15
0.1,0.6,0.25,0.1,0.15,11,15
0.1,0.6,0.25,0.1,0.2,20,15
0.1,0.6,0.25,0.1,0.25,23,15
0.1,0.6,0.25,0.1,0.3,23,15
0.1,0.6,0.25,0.15,0.05,7,15
0.1,0.6,0.25,0.15,0.1,9,15
0.1,0.6,0.25,0.15,0.15,9,15
0.1,0.6,0.25,0.15,0.2,9,15
0.1,0.6,0.25,0.15,0.25,9,15
0.1,0.6,0.25,0.15,0.3,10,15
0.1,0.6,0.25,0.2,0.05,7,15
0.1,0.6,0.25,0.2,0.1,8,15
0.1,0.6,0.25,0.2,0.15,9,15
0.1,0.6,0.25,0.2,0.2,9,15
0.1,0.6,0.25,0.2,0.25,9,15
0.1,0.6,0.25,0.2,0.3,9,15
0.1,0.6,0.25,0.25,0.05,7,15
0.1,0.6,0.25,0.25,0.1,8,15
0.1,0.6,0.25,0.25,0.15,8,15
0.1,0.6,0.25,0.25,0.2,9,15
0.1,0.6,0.25,0.25,0.25,9,15
0.1,0.6,0.25,0.25,0.3,9,15
0.1,0.6,0.25,0.3,0.05,7,15
0.1,0.6,0.25,0.3,0.1,8,15
0.1,0.6,0.25,0.3,0.15,8,15
0.1,0.6,0.25,0.3,0.2,8,15
0.1,0.6,0.25,0.3,0.25,9,15
0.1,0.6,0.25,0.3,0.3,9,15
0.1,0.6,0.3,0.05,0.05,8,15
0.1,0.6,0.3,0.05,0.1,12,15
0.1,0.6,0.3,0.05,0.15,20,15
0.1,0.6,0.3,0.05,0.2,25,15
0.1,0.6,0.3,0.05,0.25,26,15
0.1,0.6,0.3,0.05,0.3,26,15
0.1,0.6,0.3,0.1,0.05,8,15
0.1,0.6,0.3,0.1,0.1,9,15
0.1,0.6,0.3,0.1,0.15,10,15
0.1,0.6,0.3,0.1,0.2,10,15
0.1,0.6,0.3,0.1,0.25,16,15
0.1,0.6,0.3,0.1,0.3,16,15
0.1,0.6,0.3,0.15,0.05,7,15
0.1,0.6,0.3,0.15,0.1,8,15
0.1,0.6,0.3,0.15,0.15,8,15
0.1,0.6,0.3,0.15,0.2,9,15
0.1,0.6,0.3,0.15,0.25,9,15
0.1,0.6,0.3,0.15,0.3,9,15
0.1,0.6,0.3,0.2,0.05,7,15
0.1,0.6,0.3,0.2,0.1,8,15
0.1,0.6,0.3,0.2,0.15,8,15
0.1,0.6,0.3,0.2,0.2,9,15
0.1,0.6,0.3,0.2,0.25,9,15
0.1,0.6,0.3,0.2,0.3,9,15
0.1,0.6,0.3,0.25,0.05,7,15
0.1,0.6,0.3,0.25,0.1,8,15
0.1,0.6,0.3,0.25,0.15,8,15
0.1,0.6,0.3,0.25,0.2,8,15
0.1,0.6,0.3,0.25,0.25,8,15
0.1,0.6,0.3,0.25,0.3,9,15
0.1,0.6,0.3,0.3,0.05,7,15
0.1,0.6,0.3,0.3,0.1,7,15
0.1,0.6,0.3,0.3,0.15,8,15
0.1,0.6,0.3,0.3,0.2,8,15
0.1,0.6,0.3,0.3,0.25,8,15
0.1,0.6,0.3,0.3,0.3,8,15
0.3,0.2,0.05,0.05,0.05,46,15
0.3,0.2,0.05,0.05,0.1,45,15
0.3,0.2,0.05,0.05,0.15,33,15
0.3,0.2,0.05,0.05,0.2,33,15
0.3,0.2,0.05,0.05,0.25,38,15
0.3,0.2,0.05,0.05,0.3,44,15
0.3,0.2,0.05,0.1,0.05,46,15
0.3,0.2,0.05,0.1,0.1,52,15
0.3,0.2,0.05,0.1,0.15,53,15
0.3,0.2,0.05,0.1,0.2,48,15
0.3,0.2,0.05,0.1,0.25,48,15
0.3,0.2,0.05,0.1,0.3,43,15
0.3,0.2,0.05,0.15,0.05,47,15
0.3,0.2,0.05,0.15,0.1,48,15
0.3,0.2,0.05,0.15,0.15,47,15
0.3,0.2,0.05,0.15,0.2,49,15
0.3,0.2,0.05,0.15,0.25,47,15
0.3,0.2,0.05,0.15,0.3,47,15
0.3,0.2,0.05,0.2,0.05,51,15
0.3,0.2,0.05,0.2,0.1,46,15
0.3,0.2,0.05,0.2,0.15,48,15
0.3,0.2,0.05,0.2,0.2,48,15
0.3,0.2,0.05,0.2,0.25,48,15
0.3,0.2,0.05,0.2,0.3,47,15
0.3,0.2,0.05,0.25,0.05,43,15
0.3,0.2,0.05,0.25,0.1,54,15
0.3,0.2,0.05,0.25,0.15,48,15
0.3,0.2,0.05,0.25,0.2,49,15
0.3,0.2,0.05,0.25,0.25,49,15
0.3,0.2,0.05,0.25,0.3,49,15
0.3,0.2,0.05,0.3,0.05,41,15
0.3,0.2,0.05,0.3,0.1,43,15
0.3,0.2,0.05,0.3,0.15,44,15
0.3,0.2,0.05,0.3,0.2,46,15
0.3,0.2,0.05,0.3,0.25,48,15
0.3,0.2,0.05,0.3,0.3,49,15
0.3,0.2,0.1,0.05,0.05,31,15
0.3,0.2,0.1,0.05,0.1,39,15
0.3,0.2,0.1,0.05,0.15,40,15
0.3,0.2,0.1,0.05,0.2,41,15
0.3,0.2,0.1,0.05,0.25,42,15
0.3,0.2,0.1,0.05,0.3,38,15
0.3,0.2,0.1,0.1,0.05,39,15
0.3,0.2,0.1,0.1,0.1,43,15
0.3,0.2,0.1,0.1,0.15,44,15
0.3,0.2,0.1,0.1,0.2,44,15
0.3,0.2,0.1,0.1,0.25,45,15
0.3,0.2,0.1,0.1,0.3,38,15
0.3,0.2,0.1,0.15,0.05,40,15
0.3,0.2,0.1,0.15,0.1,46,15
0.3,0.2,0.1,0.15,0.15,42,15
0.3,0.2,0.1,0.15,0.2,45,15
0.3,0.2,0.1,0.15,0.25,47,15
0.3,0.2,0.1,0.15,0.3,47,15
0.3,0.2,0.1,0.2,0.05,39,15
0.3,0.2,0.1,0.2,0.1,42,15
0.3,0.2,0.1,0.2,0.15,42,15
0.3,0.2,0.1,0.2,0.2,42,15
0.3,0.2,0.1,0.2,0.25,42,15
